the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Location,Borough,Date_Insta,POINT_X,POINT_Y,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.98105688735951 40.733212404631075),1,Manhattan,106,4,74,27,12,1st Avenue and East 17th Street,Manhattan,05/03/2017,-73.98105669,40.73321186,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91733199833338 40.84915459949451),2,Bronx,205,14,77,29,15,University Avenue and West 176th Street,Bronx,04/30/2021,-73.91733187,40.84915414,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89683616932918 40.84536140734765),2,Bronx,206,15,86,33,15,Third Avenue and East 176th Street,Bronx,10/28/2020,-73.89683608,40.84536091,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86938183454697 40.73472502378085),4,Queens,404,25,35,16,6,92nd Street between 57th Avenue and 59th Avenue (mid-block),Queens,12/07/2020,-73.86938187,40.73472434,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.87434349607719 40.734674367334826),4,Queens,404,25,35,16,6,Queens Boulevard with 57th Avenue and Hoffman Drive,Queens,01/19/2022,-73.87434352,40.73467369,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94401082642108 40.59126489863922),3,Brooklyn,315,48,41,22,9,Avenue Y and East 26th Street,Brooklyn,08/17/2017,-73.94401099,40.59126454,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-74.00513809270169 40.729519359575825),1,Manhattan,102,3,66,27,10,"7th Avenue with Varick Street, Clarkson Street and Carmine Street",Manhattan,08/31/2020,-74.00513786,40.72951886,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.93957170361737 40.79027675260726),1,Manhattan,111,8,68,30,13,1st Avenue and East 107th Street (mid-block),Manhattan,08/27/2020,-73.93957155,40.79027621,AE,,3
POINT (-73.91561420095312 40.78145219021841),4,Queens,401,22,36,12,14,21st Street and 21st Road,Queens,04/21/2020,-73.9156141,40.7814516,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9326333882472 40.74461799240047),4,Queens,402,26,37,12,12,Queens Boulevard and 32nd Place,Queens,07/21/2020,-73.93263327,40.74461737,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95994176415711 40.581958398233326),3,Brooklyn,313,48,45,23,8,Coney Island Avenue and Neptune Avenue,Brooklyn,01/26/2022,-73.95994193,40.58195809,AE,,1
POINT (-73.9050074074912 40.904140426690766),2,Bronx,208,11,81,34,16,Riverdale Avenue and West 256th Street,Bronx,02/16/2022,-73.90500728,40.90414005,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97036747705393 40.794052795827426),1,Manhattan,107,7,69,31,10,Amsterdam Avenue and West 96th Street,Manhattan,03/17/2020,-73.97036726,40.7940523,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96247373325534 40.80488667362711),1,Manhattan,109,7,69,30,10,Amsterdam Avenue and West 113th Street,Manhattan,10/31/2015,-73.96247353,40.80488619,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.76851608584616 40.67288742850406),4,Queens,412,28,32,10,5,137th Avenue and 172nd Street,Queens,04/07/2017,-73.76851638,40.67288665,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.99530811996071 40.59442662353403),3,Brooklyn,311,43,47,23,11,Cropsey Avenue and Bay 35th / 24th Avenue,Brooklyn,10/28/2015,-73.99530822,40.59442637,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.97171147347191 40.63074795975457),3,Brooklyn,314,40,44,17,9,Ocean Parkway and Parkville Avenue,Brooklyn,05/11/2021,-73.97171152,40.63074759,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97344313375048 40.79788689382952),1,Manhattan,107,6,69,31,10,Riverside Drive and West 99th Street (mid-block),Manhattan,02/13/2019,-73.97344291,40.79788641,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82259896388051 40.58315447677408),4,Queens,414,32,23,15,5,Beach 102nd Street and Rockaway Beach Blvd West Leg,Queens,09/22/2017,-73.82259927,40.58315386,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.94554442676865 40.839232757495715),1,Manhattan,112,7,71,31,13,Riverside Drive and West 163rd Street,Manhattan,05/12/2017,-73.94554425,40.83923232,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00573910038133 40.71209007462725),1,Manhattan,101,1,66,26,10,Centre Street and Brooklyn Bridge Exit,Manhattan,07/30/2018,-74.00573891,40.71208961,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.83227589646884 40.70087116897203),4,Queens,409,29,28,14,6,Hillside Avenue with Babbage Street and 118th Street,Queens,02/16/2021,-73.83227605,40.70087047,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8728057632286 40.84086907122585),2,Bronx,206,15,87,33,15,Morris Park Avenue and East 180th Street,Bronx,08/14/2020,-73.87280572,40.84086853,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9437700452862 40.7109007840659),3,Brooklyn,301,34,53,18,7,Graham Avenue and Maujer Street (500' South),Brooklyn,01/15/2016,-73.94376997,40.71090023,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01318616403543 40.704041780703356),1,Manhattan,101,1,65,26,10,Broadway and Bowling Green,Manhattan,09/13/2013,-74.01318599,40.70404135,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.98700122610016 40.687773590508705),3,Brooklyn,302,33,52,25,7,Atlantic Avenue and Hoyt Street,Brooklyn,05/23/2013,-73.98700112,40.68777314,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.90393911600218 40.88013442267662),2,Bronx,208,11,81,33,13,Broadway and West 232nd Street,Bronx,04/07/2022,-73.903939,40.880134,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.77013300170626 40.75499227480464),4,Queens,411,23,25,11,6,48th Avenue and 211th Street,Queens,11/17/2019,-73.77013323,40.75499147,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9435721724183 40.624699093785985),3,Brooklyn,318,45,41,17,9,Avenue K and New York Avenue,Brooklyn,04/15/2021,-73.94357227,40.62469868,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94929693942277 40.61918746390836),3,Brooklyn,314,48,42,17,9,Avenue M and East 26th Street,Brooklyn,04/22/2021,-73.94929704,40.61918707,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.82234711856441 40.68464289028717),4,Queens,410,28,31,10,5,107th Avenue at 120th Street,Queens,06/24/2020,-73.82234731,40.68464219,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.12543548863583 40.59813673151304),5,Staten Island,502,50,63,24,11,Brielle Avenue and Gansevoort Boulevard (Wagner High School),Staten Island,05/25/2006,-74.12543568,40.59813657,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94782968299641 40.79882842521772),1,Manhattan,110,9,68,30,13,5th Avenue at Pedestrian Crossing (West/East 113th Street),Manhattan,11/22/2016,-73.94782951,40.79882791,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.86081864659438 40.81634117927457),2,Bronx,209,18,85,34,15,Soundview Avenue at Thieriot Avenue (mid-block),Bronx,06/24/2019,-73.86081864,40.81634058,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.82004583396302 40.758484493023246),4,Queens,407,20,40,16,6,Parsons Boulevard at Franklin Avenue,Queens,09/24/2020,-73.82004595,40.75848375,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99918475796194 40.7341389148557),1,Manhattan,102,3,66,27,10,6th Avenue / Avenue of The Americas and West 9th Street,Manhattan,11/27/2018,-73.99918452,40.73413839,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.89922644161092 40.887530237247404),2,Bronx,208,11,81,34,16,Broadway with West 240th Street and Van Cortlandt Park South,Bronx,02/04/2022,-73.89922633,40.88752982,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.96424550800396 40.665798496322736),3,Brooklyn,355,35,57,21,9,Flatbush Avenue and Prospect Park Zoo (mid-block),Brooklyn,01/30/2019,-73.96424549,40.66579805,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01565692755557 40.70488411674681),1,Manhattan,101,1,65,26,10,Battery Place and Washington Street,Manhattan,05/11/2015,-74.01565675,40.70488369,AE,,1
POINT (-74.0972492011744 40.63399736640034),5,Staten Island,501,49,61,24,11,Castleton Avenue and Brighton Avenue (S.I. Center for Independent Living),Staten Island,01/19/2006,-74.09724924,40.63399717,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93834236297914 40.760516003658914),4,Queens,401,26,37,12,12,36th Avenue and 13th Street,Queens,10/14/2020,-73.93834222,40.7605154,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.8559953024693 40.85816291759488),2,Bronx,211,13,80,34,14,Pelham Parkway North and Laconia Avenue,Bronx,08/01/2014,-73.85599528,40.85816238,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89398549422646 40.84470559322673),2,Bronx,206,15,86,33,15,Arthur Avenue and East 176th Street,Bronx,03/14/2020,-73.89398541,40.84470509,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87358739283407 40.72048037181045),4,Queens,405,30,30,15,6,Dry Harbor Road and Juniper Boulevard South,Queens,04/02/2021,-73.87358744,40.72047971,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9055801505371 40.745392254585354),4,Queens,402,26,30,12,14,Roosevelt Avenue with Woodside Avenue and 59th Avenue,Queens,04/26/2021,-73.90558009,40.7453916,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84554229586053 40.84498033416033),2,Bronx,211,13,82,34,14,Eastchester Road and Jarrett Place,Bronx,10/14/2020,-73.8455423,40.84497976,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87792678733487 40.756341242143634),4,Queens,403,25,34,13,14,Northern Boulevard and 90th Street,Queens,04/25/2018,-73.8779267874,40.7563412424,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86731022281928 40.72229035249617),4,Queens,406,29,28,15,6,Woodhaven Boulevard with Penelope Avenue and 63rd Drive,Queens,03/20/2020,-73.86731028,40.72228968,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99734122412052 40.72994111834073),1,Manhattan,102,1,66,27,10,La Guardia Place (West Broadway) and Washington Square South,Manhattan,03/23/2021,-73.997341,40.7299406,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.86781842871147 40.84990452296237),2,Bronx,211,15,80,33,14,White Plains Road and Birchall Avenue,Bronx,01/21/2021,-73.86781839,40.84990399,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96433058571415 40.797269316414756),1,Manhattan,107,7,69,30,13,Columbus Avenue midblock crossing between West 100th Street and West 104th Street (West 103rd Street),Manhattan,05/16/2018,-73.96433038,40.79726882,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9075049882678 40.741864056618276),4,Queens,402,26,30,12,14,Queens Boulevard and 58th Street,Queens,01/20/2014,-73.90750493,40.74186341,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77010842349287 40.73177979258746),4,Queens,408,23,25,11,6,Union Turnpike and Francis Lewis Boulevard,Queens,03/07/2017,-73.77010867,40.73177899,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.73101155247653 40.72158888592549),4,Queens,413,23,33,11,5,Jamaica Avenue and 224th Street,Queens,02/03/2020,-73.73101181,40.72158806,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.78759441842269 40.76439360146364),4,Queens,411,19,26,11,6,Francis Lewis Boulevard and 35th Avenue,Queens,07/16/2014,-73.7875946,40.76439283,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95790310618781 40.761180779316014),1,Manhattan,108,5,76,28,12,York Avenue with FDR Drive Entrance/Exit Ramps and East 63rd Street,Manhattan,09/01/2019,-73.95790292,40.7611802,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.981401376064 40.6879457491158),3,Brooklyn,302,33,52,25,8,Livingston Street at Nevins Street,Brooklyn,06/27/2014,-73.98140128,40.68794529,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7313885919042 40.75962669985168),4,Queens,411,23,26,11,3,Marathon Parkway and 57th Avenue,Queens,05/02/2012,-73.73138882,40.75962588,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9344954825421 40.74485391059215),4,Queens,402,26,37,12,12,Thomson Avenue and 31st Place (mid-block),Queens,05/27/2020,-73.93449536,40.74485329,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.96656652535722 40.761550378576516),1,Manhattan,108,4,73,28,12,3rd Avenue and East 59th Street (Lighthouse),Manhattan,02/02/2010,-73.96656632,40.76154981,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95954680238677 40.77695810480938),1,Manhattan,108,4,73,28,12,Park Avenue and East 81st Street,Manhattan,04/07/2021,-73.95954661,40.77695756,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98973763677343 40.69035944168329),3,Brooklyn,302,33,52,26,7,Boerum Place and Schermerhorn Street,Brooklyn,08/28/2012,-73.98973752,40.69035899,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85648011744524 40.68367764586544),4,Queens,409,32,38,15,7,Rockaway Boulevard with 84th Street and Digby Place,Queens,04/11/2019,-73.85648025,40.683677,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.99888558614313 40.7125980120417),1,Manhattan,103,1,65,26,7,St James Place and James Street,Manhattan,11/20/2013,-73.9988854,40.71259753,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.9923628398784 40.68968991614632),3,Brooklyn,302,33,52,25,7,Court Street and Atlantic Avenue,Brooklyn,08/26/2013,-73.99236272,40.68968947,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98157255917788 40.7736014056853),1,Manhattan,107,6,75,27,10,Columbus Avenue and West 66th Street,Manhattan,08/04/2016,-73.98157232,40.77360088,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.11376104823071 40.56649682512521),5,Staten Island,502,50,64,24,11,Hylan Boulevard with Ebbitts Street and Allison Avenue,Staten Island,06/04/2021,-74.11376135,40.56649666,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.93863698168249 40.750259063076484),4,Queens,401,26,37,12,12,Queens Plaza North and 28th Street,Queens,08/13/2019,-73.93863684,40.75025844,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.78455511353336 40.69733064524961),4,Queens,412,27,29,14,5,Merrick Boulevard and 109th Avenue,Queens,10/14/2020,-73.78455536,40.69732988,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.86653688314567 40.70310902183801),4,Queens,405,30,38,15,6,Myrtle Avenue and 82nd Street,Queens,10/30/2015,-73.86653697,40.70310837,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00392081711071 40.70724015018769),1,Manhattan,101,1,65,26,10,Water Street and Fulton Street,Manhattan,10/06/2016,-74.00392064,40.70723969,AE,,1
POINT (-73.98628748339216 40.72224232787028),1,Manhattan,103,1,65,26,12,East Houston Street with Essex Street and Avenue A,Manhattan,08/01/2019,-73.9862873,40.72224181,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97998810641691 40.78384447509991),1,Manhattan,107,6,67,29,10,Broadway and West 79th Street,Manhattan,08/21/2018,-73.97998787,40.78384397,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98425801352633 40.71520997665369),1,Manhattan,103,1,65,26,7,Grand Street and Ridge Street,Manhattan,02/23/2016,-73.98425785,40.71520947,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.88643287248951 40.850308583859025),2,Bronx,206,15,78,33,15,Crotona Avenue between East 181st and East 182nd Streets,Bronx,09/21/2017,-73.8864328,40.85030808,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97145908007856 40.80033300070825),1,Manhattan,107,6,69,31,10,Riverside Drive and West 103rd Street,Manhattan,12/04/2018,-73.97145886,40.80033252,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.76030531453567 40.72064625016067),4,Queens,412,23,33,14,5,Hillside Avenue and 205th Street,Queens,01/05/2022,-73.76030559,40.72064544,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9728177859967 40.57670582952371),3,Brooklyn,313,48,46,23,8,West 5th Street and West Brighton Avenue,Brooklyn,02/22/2022,-73.97281795,40.57670556,AE,,1
POINT (-74.02297843709103 40.62143048255821),3,Brooklyn,310,43,46,22,11,Fort Hamilton Parkway with 6th Avenue and 84th Street,Brooklyn,10/21/2019,-74.02297848,40.62143021,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98729966606305 40.69223387849857),3,Brooklyn,302,33,52,25,7,Jay Street and Willoughby Street,Brooklyn,02/13/2013,-73.98729955,40.69223342,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8753643185342 40.8795803208143),2,Bronx,207,11,81,36,13,East Gun Hill Road and Putnam Place,Bronx,10/29/2021,-73.87536425,40.87957985,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90173169016556 40.87367343816819),2,Bronx,208,14,78,33,13,Sedgwick Avenue and West 229th Street (mid-block),Bronx,03/08/2019,-73.90173158,40.873673,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90688574484192 40.8370391376184),2,Bronx,203,16,79,33,15,Webster Avenue between East 170th Street and East 171st Street (mid-block),Bronx,02/27/2019,-73.90688564,40.83703864,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.89902381891322 40.73514875778155),4,Queens,405,30,30,15,6,Maurice Avenue and 66th Street,Queens,05/16/2020,-73.89902379,40.73514811,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92615249272353 40.744029398482354),4,Queens,402,26,37,12,14,Queens Boulevard and 39th Street,Queens,05/03/2019,-73.92615239,40.74402877,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.78574098232178 40.738679607592026),4,Queens,408,23,25,11,6,64th Avenue (South Leg) and 188th Street,Queens,08/10/2021,-73.78574119,40.73867882,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82460518116893 40.78170550227669),4,Queens,407,19,26,11,6,20th Avenue and Whitestone Expressway (NorthBound Service Road),Queens,11/29/2018,-73.82460527,40.7817048,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.85405314066303 40.74816015618437),4,Queens,481,21,35,13,14,111th Street and 46th Avenue,Queens,01/15/2021,-73.85405319,40.74815944,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98428247353652 40.764791211204866),1,Manhattan,105,3,67,27,12,8th Avenue and West 54th Street,Manhattan,07/23/2020,-73.98428223,40.76479067,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82886416652265 40.693831293624974),4,Queens,409,29,24,10,5,Atlantic Avenue and 118th Street,Queens,03/21/2022,-73.8288643351,40.693830596,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.12182301210603 40.63917633472421),5,Staten Island,501,49,61,23,11,Richmond Terrace and Alaska Street,Staten Island,09/21/2021,-74.12182304,40.63917617,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.94196990916384 40.79122816813472),1,Manhattan,111,8,68,29,13,2nd Avenue and Pedestrian Crossing (East 107th Street),Manhattan,11/23/2016,-73.94196975,40.79122763,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-74.11414429753493 40.61374274219558),5,Staten Island,501,49,63,24,11,Victory Boulevard and Royal Oak Road,Staten Island,02/24/2022,-74.11414442,40.61374257,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.914309015232 40.771523530440625),4,Queens,401,22,36,12,14,24th Avenue and 33rd Street,Queens,09/14/2021,-73.91430892,40.77152292,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94488011433914 40.83406141862726),1,Manhattan,112,7,71,31,13,West 157th Street with Edward Morgan Place and Broadway,Manhattan,02/11/2022,-73.94487994,40.83406097,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92606445213812 40.80880027475527),2,Bronx,201,8,84,29,15,Alexander Avenue between East 135th Street and East 137th Street (mid-block),Bronx,03/25/2020,-73.92606432,40.80879975,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-74.00559827655351 40.71039656209452),1,Manhattan,101,1,65,26,10,Beekman Street and Williams Street,Manhattan,12/18/2016,-74.00559809,40.7103961,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.80804673106913 40.68228688019937),4,Queens,410,28,32,10,5,Linden Boulevard with Lincoln Street and 134th Street,Queens,02/07/2022,-73.80804695,40.68228616,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90774159325005 40.823816439874065),2,Bronx,203,16,79,32,15,East 163rd Street and Eagle Avenue,Bronx,03/29/2022,-73.907741492,40.8238159184,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96340489646823 40.812860375471075),1,Manhattan,109,7,69,31,10,Riverside Drive Southbound and 450' North Of West 122nd Street,Manhattan,08/13/2019,-73.96340469,40.81285991,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96060149056693 40.660028872535776),3,Brooklyn,309,40,43,21,9,Flatbush Avenue and Beekman Place with Maple Street,Brooklyn,09/24/2019,-73.96060149,40.66002843,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9791759435536 40.77178021195383),1,Manhattan,164,6,75,29,10,Central Park West and West 65th Street (South Leg-Phase I),Manhattan,09/24/2010,-73.97917571,40.77177968,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79131299613127 40.75276815316879),4,Queens,411,19,25,11,6,Hollis Court Boulevard with 189th Street and 46th Road,Queens,06/16/2021,-73.79131318,40.75276737,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92714395445311 40.81094935854903),2,Bronx,201,8,84,29,15,3rd Avenue and East 138th Street,Bronx,10/18/2019,-73.92714382,40.81094884,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-74.0061626936389 40.65262718966378),3,Brooklyn,307,38,51,25,7,4th Avenue and 39th Street,Brooklyn,10/15/2015,-74.00616265,40.65262684,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94609750038461 40.602269812245645),3,Brooklyn,315,48,41,17,9,Avenue T and East 26th Street,Brooklyn,01/22/2021,-73.94609764,40.60226944,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.96370087565322 40.62736687984849),3,Brooklyn,314,45,44,17,9,Avenue I and East 13th Street,Brooklyn,12/13/2019,-73.96370094,40.6273665,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93885350596558 40.84468039654237),1,Manhattan,112,10,72,31,13,Broadway and West 173rd Street,Manhattan,10/23/2019,-73.93885334,40.84467996,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86822943888451 40.65693005749075),3,Brooklyn,305,42,60,19,8,Erskine Street and 180' South of Schroeders Avenue,Brooklyn,12/08/2020,-73.86822959,40.65692946,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-74.00340147920205 40.708082812850535),1,Manhattan,101,1,65,26,10,Pearl Street and Beekman Street,Manhattan,08/10/2019,-74.0034013,40.70808235,X,AREA OF MINIMAL FLOOD HAZARD,1
